path,labels
audio0504,केही व्यक्तिले प्रमाणबिना नै गाउँका गरिब युवक भीमलाई दोषी ठहराए।
audio0505,गाउँका प्रभावशाली व्यक्तिहरूले जबरजस्ती उनलाई दोषी बनाउँदै प्रहरीको जिम्मा लगाए।
audio0506,"त्यस रात उनी पीपलको रूखमुनि बसेर सोचिरहेका थिए, अचानक त्यहाँबाट गफ गर्दै जाने दुई मान्छेको कुरा सुने।"
audio0507,ती दुई चोरीको योजना सफल भएकोमा खुसी हुँदै कुरा गरिरहेका थिए।
audio0508,"उनले सिधै बाबुसँग कुरा गरे, जसपछि बाबु रामकृष्णले गाउँका सबैलाई बोलाएर खुला सभा राखे र प्रमाण खोज्न लगाए।"
audio0509,"जब अरुणले आफूले सुनेको कुरा खुलासा गरे, गाउँलेहरू अचम्ममा परे।"
audio0510,अन्ततः प्रहरी बोलाइयो र हरिहर काका तथा रमेशकुमार पक्राउ परे।
audio0511,सत्यको जीतसँगै अरुणले बाबुको न्यायप्रियताको उदाहरण पछ्याउँदै सधैं सत्यको बाटो रोज्ने प्रण गरे।
audio0512,"पीपलको रूखले सत्यको विजय हेर्दै शान्तसँग पात हल्लाइरहेको थियो, मानौं उसले पनि न्यायको पक्ष लिएको थियो।"
audio0513,"काठमाडौंको एक सानो गाउँमा, एक युवक नामको दिपेश आफ्नो भविष्यका लागि संघर्ष गरिरहेको थियो।"
audio0514,उसका अभिभावक यशोदा र रामजीव सधैं मेहनत गरेर आफ्नो परिवारको पालनपोषण गर्थे।
